;num_a;num_b;num_c;num_ç;num_d;num_e;num_f;num_g;num_h;num_i;num_j;num_k;num_l;num_m;num_n;num_ñ;num_o;num_p;num_q;num_r;num_s;num_t;num_u;num_v;num_w;num_x;num_y;num_z;num_sch;num_ch;num_sh;num_gn;num_esszett;num_ssh;num_ix;num_ll;num_œ;num_à;num_á;num_â;num_ä;num_è;num_é;num_ê;num_ë;num_ì;num_í;num_î;num_ï;num_ò;num_ó;num_ô;num_ö;num_ù;num_ú;num_û;num_ü;num_consonants;num_vowels;num_triple_vowels;num_triple_consonants;num_capital;max_length_word;mean_length_words;diacritic_count;ratio_vowels_consonants;mean_vowel_per_word;phrase
1388;9;0;3;0;5;11;0;2;1;6;0;0;3;3;2;1;10;4;2;8;6;2;3;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;45;0;0;2;12;4.526315789473684;0;0.8666666666666667;0.37142857142857144;Supongo que he de partir solo si decido irme y salvar la Comarca, pero me siento pequeño, y desarraigado
1389;1;1;0;0;0;8;1;1;0;2;0;0;2;1;2;0;1;0;0;3;1;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;16;0;0;1;8;4.142857142857143;0;0.8125;0.3611111111111111;El enemigo es tan fuerte y terrible
1390;13;5;3;0;7;17;1;2;2;5;1;0;9;1;9;0;10;1;0;6;5;3;1;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;48;59;0;2;3;11;4.0;2;0.8135593220338984;0.35555555555555557;No se lo dijo a Gandalf, pero mientras hablaba se le había encendido en el corazón el deseo de seguir a Bilbo y de encontrarlo tal vez
1391;18;7;5;0;3;13;1;0;4;9;1;0;5;8;7;1;17;3;1;12;9;5;5;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;65;74;0;1;2;9;4.896551724137931;3;0.8783783783783784;0.38011695906432746;Era tan fuerte que se sobrepuso al temor| podría casi haber salido corriendo camino abajo, sin sombrero, como lo había hecho Bilbo tiempo atrás, en una mañana muy similar
1392;7;2;4;0;5;9;2;1;3;5;0;0;4;4;5;0;10;1;1;7;6;4;2;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;34;52;0;2;3;14;5.8;1;0.6538461538461539;0.3333333333333333;Mi querido Frodo exclamó Gandalf, los hobbits son criaturas realmente sorprendentes, como ya he dicho
1393;4;1;2;0;7;18;1;0;0;2;0;0;1;3;7;1;8;4;1;8;12;3;6;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;41;53;0;2;1;12;4.086956521739131;3;0.7735849056603774;0.3504273504273504;Puedes aprender todo lo que se refiere a sus costumbres y modos en un mes y después de cien años aún te sorprenderán
1394;15;4;4;0;6;28;0;1;1;11;0;0;6;3;11;0;10;5;4;10;10;5;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;75;71;1;1;2;11;4.966666666666667;5;1.056338028169014;0.41899441340782123;Además no esperaba obtener esa respuesta, ni siquiera de ti| pero Bilbo no se equivocó al elegir el heredero, aunque no pensó demasiado en la importancia que tendría esa elección
1395;0;0;1;0;0;5;0;0;0;1;0;0;1;1;1;0;3;0;1;1;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;11;0;0;1;6;3.6666666666666665;1;1.0;0.39285714285714285;Temo que estés en lo cierto
1396;16;2;7;0;6;17;1;0;1;4;1;0;10;7;9;0;16;7;1;11;5;7;5;1;0;0;2;0;0;1;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;62;81;0;1;4;10;4.46875;4;0.7654320987654321;0.35428571428571426;El Anillo no podrá permanecer mucho tiempo oculto en la Comarca| y para tu propio bien, tanto como para el de los demás, convendría que te fueras y dejaras de llamarte Bolsón
1397;10;1;2;0;4;11;1;3;0;4;0;0;2;2;8;0;3;0;0;8;5;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;33;39;0;1;2;9;4.5;2;0.8461538461538461;0.375;Ese nombre no te daría ninguna seguridad fuera de la Comarca ni en las tierras vírgenes
1398;4;0;0;0;2;7;0;0;0;2;1;0;1;2;3;1;5;1;0;4;5;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;24;25;0;0;2;9;4.545454545454546;3;0.96;0.39344262295081966;Te daré un seudónimo para tu viaje: serás el señor Sotomonte
1399;1;0;2;0;0;5;0;0;0;2;0;0;1;0;2;0;4;1;1;3;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;15;0;0;1;9;4.833333333333333;0;0.8666666666666667;0.37142857142857144;»No creo que necesites partir solo
1400;11;0;6;0;4;12;1;2;0;9;0;0;2;1;8;1;10;4;3;5;7;1;5;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;48;2;0;1;12;5.277777777777778;0;0.9791666666666666;0.415929203539823;No si conoces a alguien de confianza que quisiera acompañarte y a quien pudieras exponer a peligros desconocidos
1401;4;1;4;0;2;5;0;1;0;3;0;0;1;2;2;1;4;2;0;1;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;20;22;0;0;1;9;4.777777777777778;2;0.9090909090909091;0.38461538461538464;Pero si buscas compañía, ten cuidado en cómo eliges
1402;6;0;3;0;3;3;0;1;1;4;0;0;1;4;4;0;5;0;1;0;7;4;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;25;30;0;0;1;7;3.7333333333333334;4;0.8333333333333334;0.352112676056338;Y ten aún más cuidado con lo que dices, hasta a tus amigos más íntimos
1403;5;0;2;0;1;11;0;1;2;2;0;0;1;4;4;0;2;1;0;3;6;2;2;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;23;30;0;0;1;9;5.1;1;0.7666666666666667;0.3770491803278688;El enemigo tiene muchos espías y muchas maneras de enterarse
1404;4;0;3;0;3;4;1;1;1;1;0;0;1;1;2;0;5;1;0;2;3;2;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;23;0;0;2;9;4.875;0;0.6956521739130435;0.3404255319148936;De pronto Gandalf se detuvo, como si escuchara
1405;5;1;2;0;2;4;2;0;2;2;0;0;1;1;3;0;6;0;1;3;1;2;3;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;22;23;0;1;1;9;5.0;2;0.9565217391304348;0.4074074074074074;Frodo notó que había mucho silencio, adentro y afuera
1406;20;2;6;0;7;14;3;3;3;7;1;0;8;3;11;0;12;2;0;4;5;6;5;2;0;1;2;2;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;62;73;0;0;1;10;4.689655172413793;4;0.8493150684931506;0.3712574850299401;Gandalf se deslizó hacia un costado de la ventana| en seguida, como una flecha, saltó al antepecho y con un rápido   movimiento extendió el largo brazo afuera y abajo
1407;16;1;2;0;6;10;1;3;0;5;2;0;3;3;8;0;8;2;0;6;5;2;2;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;43;49;0;0;4;11;4.6;2;0.8775510204081632;0.38392857142857145;Se oyó un graznido y la mano de Gandalf reapareció sosteniendo por una oreja la ensortijada cabeza de Sam Gamyi
1408;7;5;1;0;2;5;1;1;0;4;0;0;2;2;4;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;17;22;0;1;2;8;5.375;1;0.7727272727272727;0.3333333333333333;Bien, bien, ¡bendita sea mi barba! exclamó Gandalf
1409;12;1;2;0;4;7;1;3;1;4;0;0;4;3;4;1;5;2;2;4;6;2;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;1;0;0;0;0;0;0;34;41;0;0;7;9;4.388888888888889;4;0.8292682926829268;0.35051546391752575;¿No se trata de Sam Gamyi? ¿Qué hacías por aquí? El cielo bendiga al señor Gandalf respondió Sam
1410;13;3;3;0;3;8;0;0;0;1;2;0;4;3;5;0;7;2;0;5;6;6;3;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;35;45;0;1;3;9;4.473684210526316;3;0.7777777777777778;0.33653846153846156;¡Nada! Recortaba el césped bajo la ventana, ¿no ve usted? Tomó las tijeras y las mostró como una prueba
1411;3;0;0;0;2;4;1;1;0;1;1;0;1;1;4;0;4;1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;16;0;0;2;11;5.0;1;0.8125;0.3611111111111111;No, no veo dijo Gandalf ásperamente
1412;3;0;1;0;0;3;0;1;1;2;1;0;0;0;1;0;4;0;1;2;2;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;13;0;0;1;7;3.857142857142857;0;1.0769230769230769;0.4117647058823529;Hace rato que no oigo tus tijeras
1413;2;0;1;0;4;9;2;2;0;5;0;0;1;1;9;1;10;2;0;2;5;5;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;30;36;0;0;3;13;7.2;2;0.8333333333333334;0.36585365853658536;¿Cuánto tiempo estuviste fisgoneando? ¿Fisgoneando, señor? Perdón, no lo entiendo
1414;2;1;0;0;2;4;0;0;1;1;0;0;1;1;3;0;2;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;11;0;0;1;8;3.6666666666666665;1;1.0;0.39285714285714285;No entiendo de qué me habla
1415;4;1;1;0;3;4;0;0;1;0;0;0;1;0;4;0;4;0;0;2;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;13;16;0;0;3;7;3.625;1;0.8125;0.35135135135135137;No hay nada de eso en Bolsón Cerrado
1416;9;0;3;0;3;8;1;2;0;1;2;0;5;2;3;0;7;1;0;5;6;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;35;1;0;2;14;4.6923076923076925;0;0.7428571428571429;0.35135135135135137;Los ojos de Gandalf relampaguearon y las cejas se le erizaron como cerdas
1417;5;1;2;0;4;4;1;1;3;1;0;0;1;2;1;1;8;1;2;4;5;2;3;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;24;33;0;1;4;10;4.6923076923076925;3;0.7272727272727273;0.32432432432432434;¿Que has oído y por qué has escuchado? ¡Señor Frodo! gritó Sam, temblando
1418;4;0;0;0;1;5;0;1;1;1;0;0;1;2;1;2;3;1;1;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;15;0;0;1;7;3.75;0;0.9333333333333333;0.3684210526315789;No le permita que me haga daño, señor
1419;2;0;0;0;0;6;1;0;0;1;0;0;1;4;5;0;4;1;1;4;2;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;22;0;3;1;10;4.222222222222222;0;0.7272727272727273;0.3404255319148936;No le permita que me transforme en un monstruo
1420;4;0;1;0;1;4;0;0;1;2;1;0;0;2;0;0;1;1;0;3;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;13;0;0;1;10;4.8;1;0.9230769230769231;0.41379310344827586;Mi viejo padre me rechazaría
1421;13;1;3;0;8;7;3;1;2;4;1;0;4;2;8;2;18;1;2;8;7;1;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;49;55;0;1;4;10;4.782608695652174;2;0.8909090909090909;0.3684210526315789;¡No quise hacer nada malo! ¡Se lo juro, señor! No te hará daño respondió Frodo sofocando la risa, aunque asombrado y algo confundido
1422;5;2;2;0;0;6;0;0;0;3;0;0;2;2;7;0;5;0;1;0;4;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;22;24;0;0;1;11;4.181818181818182;2;0.9166666666666666;0.38596491228070173;Él sabe tan bien como yo que no tenías malas intenciones
1423;3;0;1;0;1;6;0;1;0;1;0;0;1;0;3;0;2;1;0;1;2;4;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;17;0;0;1;9;5.166666666666667;1;0.8235294117647058;0.3783783783783784;Pero levántate y contesta en seguida
1424;1;2;0;0;1;3;0;0;0;2;1;0;1;2;1;1;5;0;0;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;15;0;1;2;10;5.6;0;0.7333333333333333;0.3333333333333333;Bien, señor dijo Sam, tembloroso
1425;6;4;2;0;3;12;1;3;0;5;0;0;5;4;11;3;13;1;0;5;9;2;4;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;42;55;0;1;2;15;5.05;2;0.7636363636363637;0.34710743801652894;Oí un montón de cosas incomprensibles sobre un enemigo, anillos, el señor Bilbo, señor, dragones, una montaña de fuego y
1426;7;0;4;0;8;21;0;1;2;5;0;0;5;2;6;1;14;4;2;9;8;7;5;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;63;0;1;2;9;4.615384615384615;1;0.8412698412698413;0.363013698630137;Escuché porque no pude evitarlo, usted me entiende| pero ¡el señor me perdone!, adoro esas historias y creo en ellas, contra todo lo que Ted diga
1427;3;0;1;0;0;5;1;0;0;0;0;0;2;1;2;1;3;0;0;3;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;16;0;0;2;10;5.166666666666667;1;0.75;0.32432432432432434;¡Elf os, señor! Me encantaría verlos
1428;10;0;3;0;6;14;2;1;1;0;0;0;5;1;4;1;6;2;0;7;6;3;3;3;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;36;48;0;0;3;8;4.3;3;0.75;0.33962264150943394;¿Podría llevarme con usted a ver a los elfos, señor, cuando usted vaya? De repente Gandalf se echó a reír
1429;20;2;2;0;8;12;1;1;0;4;2;0;10;4;9;0;14;3;0;8;10;8;3;2;0;0;3;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;58;75;0;2;2;13;4.451612903225806;5;0.7733333333333333;0.3431952662721893;¡Entra! gritó, y sacando los brazos fuera levantó al asombrado Sam junto con la azada, las tijeras de podar y demás y lo metió por la ventana, depositándolo en el suelo
1430;17;3;3;0;4;13;2;1;1;4;1;0;8;2;6;0;6;0;1;6;7;2;2;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;51;0;1;3;10;4.041666666666667;0;0.8235294117647058;0.34710743801652894;Que te lleve a ver a los elfos, ¿eh? dijo Gandalf, observando de cerca a Sam, mientras una sonrisa le bailaba en la cara
1431;5;0;2;0;2;15;1;1;0;0;0;0;2;2;3;2;11;2;2;6;7;5;3;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;1;0;0;0;0;0;0;38;41;0;0;3;9;3.727272727272727;4;0.926829268292683;0.36538461538461536;¿Entonces oíste que el señor Frodo se va? Lo oí, señor y por eso me atraganté y usted parece que me oyó
1432;2;0;0;0;2;5;0;0;0;1;0;0;1;0;1;1;4;2;0;4;1;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;16;0;0;1;9;4.571428571428571;1;0.875;0.358974358974359;Traté de evitarlo, señor, pero no pude
1433;10;1;1;0;4;7;1;0;2;2;0;0;0;2;6;0;6;1;1;6;5;7;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;27;38;0;0;4;12;5.666666666666667;1;0.7105263157894737;0.3375;¡Estaba tan trastornado! No hay nada que hacer, Sam respondió Frodo tristemente
1434;12;2;5;0;14;17;0;0;1;2;0;0;6;4;6;0;12;2;2;9;6;2;3;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;49;61;0;0;4;11;4.739130434782608;3;0.8032786885245902;0.3712121212121212;Entendía de pronto que el dolor de abandonar la Comarca sería mucho mayor que el de despedirse de las comodidades de Bolsón Cerrado
1435;10;2;2;0;5;13;1;1;0;4;1;0;1;4;2;0;5;2;2;9;7;5;4;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;41;47;0;1;2;10;4.7368421052631575;5;0.8723404255319149;0.3761467889908257;Tendré que irme, pero si tú me aprecias de verdad y aquí observó a Sam fijamente, guardarás absoluto secreto
1436;15;2;2;0;6;20;2;2;2;4;1;0;10;1;10;0;11;4;3;7;12;4;7;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;61;70;0;1;3;11;4.0606060606060606;4;0.8714285714285714;0.3652694610778443;¿Entiendes? Si así no lo haces, o si repites una sola palabra de lo que aquí has oído, espero que Gandalf te transforme en un sapo y luego llene de culebras el jardín
1437;3;1;0;0;2;2;0;0;0;1;0;0;3;2;1;0;2;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;9;15;0;1;1;9;5.75;1;0.6;0.3333333333333333;Sam se arrodilló temblando
1438;4;0;0;0;2;4;1;1;0;0;0;0;3;1;3;0;1;0;0;1;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;11;16;0;0;3;10;5.6;2;0.6875;0.3235294117647059;Levántate, Sam le ordenó Gandalf 
1439;3;0;0;0;2;5;0;1;1;0;1;0;1;1;3;0;4;1;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;15;0;0;1;8;4.5;0;0.8;0.36363636363636365;He estado pensando en algo mejor
1440;6;2;6;0;2;10;1;2;2;3;0;0;3;0;1;1;8;1;1;7;4;3;3;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;38;0;0;2;10;4.0588235294117645;1;0.8157894736842105;0.36046511627906974;Algo que te cierre la boca y te castigue por haber escuchado: irás con el señor Frodo
1441;9;0;1;0;2;6;0;2;0;3;0;0;3;2;5;1;7;2;1;5;4;3;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;30;33;0;0;2;8;4.25;2;0.9090909090909091;0.35294117647058826;¿Yo, señor? gritó Sam, saltando de alegría, como un perro al que invitan a un paseo 
1442;4;0;1;0;2;5;1;1;2;1;0;0;4;0;1;0;8;1;0;7;3;3;1;1;0;0;3;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;22;32;0;0;2;7;3.5625;3;0.6875;0.3013698630136986;¿Yo veré a los elfos y todo? ¡Hurra! gritó, y de pronto se echó a llorar
1443;4;0;2;0;2;8;1;1;0;6;1;0;2;1;5;1;5;2;1;3;4;4;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;31;0;0;16;9;4.666666666666667;0;0.7741935483870968;0.3380281690140845;   TRES ES COMPAÑIA Tienes que irte en silencio, y pronto dijo Gandalf
1444;10;2;0;0;5;6;1;0;1;1;0;0;2;1;3;1;7;1;0;3;9;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;25;33;0;0;2;7;4.142857142857143;1;0.7575757575757576;0.3472222222222222;Habían pasado dos o tres semanas y Frodo no daba señales de estar listo
1445;3;1;3;0;2;4;1;0;1;2;1;0;3;0;0;0;5;1;0;2;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;17;22;0;0;1;8;4.444444444444445;3;0.7727272727272727;0.3469387755102041;Lo sé, pero es difícil hacerlas dos cosas objetó
1446;10;2;5;0;5;7;1;1;0;8;0;0;3;2;3;0;7;2;0;4;5;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;35;35;0;0;3;13;5.071428571428571;1;1.0;0.4117647058823529;Si desapareciese como Bilbo, la noticia se difundiría en seguida por toda la Comarca
1447;5;0;2;0;3;6;1;1;0;2;1;0;1;0;4;0;5;3;1;2;4;1;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;26;0;0;2;13;6.0;0;0.8076923076923077;0.3684210526315789;No conviene que desaparezcas, por supuesto dijo Gandalf 
1448;11;0;5;0;4;14;0;1;1;2;1;0;4;2;3;0;6;4;1;9;8;2;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;36;47;0;0;2;10;4.368421052631579;1;0.7659574468085106;0.35294117647058826;Si se te ocurre algún modo de dejar la Comarca sin despertar sospechas, creo que vale la pena esperar
1449;2;0;0;0;2;4;0;1;0;1;0;0;1;1;1;0;5;2;0;2;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;14;0;0;1;10;5.4;0;0.9285714285714286;0.40625;Pero no lo postergues demasiado
1450;2;0;1;0;3;7;1;1;0;0;0;0;3;1;3;2;8;3;1;3;4;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;25;30;0;2;2;11;4.75;3;0.8333333333333334;0.36231884057971014;¿Qué tal en el otoño o después de nuestro cumpleaños? preguntó Frodo
1451;5;0;2;0;1;5;0;2;0;0;0;0;2;0;2;0;4;2;1;6;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;20;0;0;1;8;5.142857142857143;1;0.8;0.37209302325581395;Creo que podré arreglar algo para entonces
1452;11;1;2;0;8;9;0;0;2;6;0;0;1;0;0;0;2;1;1;6;4;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;31;29;0;0;1;8;4.133333333333334;2;1.0689655172413792;0.4025974025974026;A decir verdad, se resistía a la idea de partir, ahora que se había decidido
1453;18;3;7;0;4;18;0;1;1;5;0;0;7;6;7;0;9;2;2;11;6;2;4;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;1;0;0;60;63;0;0;3;10;4.92;6;0.9523809523809523;0.40540540540540543;Bolsón Cerrado le parecía una residencia agradable, mucho más que en el pasado reciente y quería saborear al máximo ese último verano en la Comarca
1454;17;1;6;0;5;17;0;1;0;4;2;0;5;3;6;1;8;3;1;6;6;4;6;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;2;0;0;0;0;0;0;57;53;0;1;1;9;4.4;5;1.0754716981132075;0.4222222222222222;Sabía que cuando llegara el otoño una parte de su corazón aceptaría mejor la idea de un viaje, como le sucedía siempre en esa estación
1455;8;3;5;0;4;9;0;2;1;11;0;0;3;6;5;1;7;2;1;2;5;5;4;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;42;48;0;1;2;13;6.5;3;0.875;0.4;Intimamente ya había decidido partir en su quincuagésimo cumpleaños| el centésimo vigesimoctavo de Bilbo
1456;9;2;1;0;2;3;0;1;0;4;0;0;2;0;1;0;3;5;0;6;1;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;23;23;0;0;2;9;4.181818181818182;2;1.0;0.40350877192982454;Le parecía un día apropiado para partir y seguir a Bilbo
1457;11;4;3;0;3;8;0;1;1;8;1;0;7;0;2;0;7;4;1;5;2;3;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;38;39;0;0;2;10;4.277777777777778;2;0.9743589743589743;0.4;Seguir a Bilbo era el objetivo principal y lo único que hacía soportable la idea de la partida
1458;6;2;0;0;1;10;1;0;0;3;0;0;10;1;6;0;6;3;1;2;4;1;1;1;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;28;36;0;0;2;8;3.875;2;0.7777777777777778;0.358974358974359;Pensaba lo menos posible en el Anillo y en el fin al que éste podría llevarlo
